Quarter,MGSC,MGSX,YBWF,YBWG,YBWH,YBWI,YBWL,LF2I,LF2Q,LF2Y,LF32,LF34,LF36,LF38,YBVH,YBVK,YBXD,YBXG,YBXJ,YBXM,YBXP,YBVN,YBVQ,YBXS,YBXV,YBXY,YBYB,YBYE,MGVI,MGXB,YBYH,YBYK,YBYN,YBYQ,YBYT,YBVT,YBVW,YBYW,YBYZ,YBZC,YBZF,YBZI
Jan-Mar 1993,3003526.8293518117,10.618491017822631,1203197.2531963452,557813.2854076172,1242516.2907478495,41.36857638844517,623925.5341,2984739.7941448884,10.72418650233034,1198542.4812465895,554643.5129612987,1231553.7999370005,41.261680577748116,618159.1792,143512.74668990914,19.624232727668353,95386.46642808458,27082.213354039726,21044.06690778484,14.663552467053798,*,780912.5245168458,17.814476203080883,365524.8540467798,158535.50644727715,256852.16402278893,32.89128499785613,106141.88714497139,1567849.7040488094,9.069147445682475,584639.763973501,279823.25884483714,703386.6812304709,44.863144688808354,356336.63901,511251.8540962475,8.6900323897861,157646.1687479796,92372.30676146323,261233.37858680479,51.09680805922816,158587.16739000002
Feb-Apr 1993,2988474.594998896,10.579910019156687,1186202.1535562803,555781.2481105583,1246491.1933320574,41.70994779135868,622678.1618,2969360.9462717758,10.68365729962501,1182909.5094139725,552910.3630859829,1233541.0737718204,41.54230812931687,617809.7343,140457.65743060136,19.583843366401002,93831.47934188617,26948.209432763942,19677.96865595126,14.009893811360149,*,773854.3873322101,17.827569954841866,364557.9114486899,151923.9308669273,257372.5450165929,33.258523726131536,101098.48243612549,1561732.9421696865,9.030464365936606,574513.324758713,281984.8044762011,705234.8129347725,45.157196463756655,360589.47489,512429.6080663982,8.693118973388703,153299.43800699117,94924.30333466592,264205.86672474106,51.55944593476857,157086.85476000002
Mar-May 1993,2952045.22199257,10.454189149677951,1138572.8934569645,568101.9564328089,1245370.3721027966,42.186696966051116,626220.0,2932579.047914653,10.55179205263485,1132262.6483418958,564756.4333101909,1235559.9662625664,42.132196475357375,619902.0,136604.5308854149,19.18720789237853,91684.98554836429,26430.568311389343,18488.977025661243,13.534673341962547,*,770435.5581214821,17.747295707796713,353205.41026148974,155490.48124635036,261739.66661364186,33.972947361338015,106346.60040456039,1528737.6413033768,8.832582534742338,543289.0161777462,289101.878792843,696346.7463327873,45.550441587811854,355048.0,516267.4916822966,8.7847176339847,150393.4814693643,97079.0280822262,268794.9821307061,52.06506054735643,160440.0
Apr-Jun 1993,2930980.8022586056,10.384780448570599,1123381.9392626348,563910.4000324096,1243688.462963561,42.43250116156265,630393.2236,2910828.1035340247,10.477063782362587,1117847.0658855436,561882.2863323535,1231098.7513161276,42.29376340778954,624710.8766,137667.35220447823,19.320698784942916,89780.87497207642,25501.600488357184,22384.87674404462,16.26012005431485,*,765299.7605273824,17.724905957645014,345365.42097628815,158212.17334845423,261722.16620264,34.198647340786096,106874.92848719019,1522807.6160133565,8.787705977750214,541455.2379709143,283648.6966765908,697703.6813658514,45.81692881155986,364692.42482,505206.07351338834,8.614238083035817,146780.40534335596,96547.92951900745,261877.73865102493,51.835825493908075,154974.57173
May-Jul 1993,2927004.434041789,10.3719431166318,1115573.7470779684,567234.0204723652,1244196.6664914552,42.50750876975582,639583.7188,2909937.1443449184,10.474203956363452,1111373.2367894351,565098.0996501923,1233465.8079052912,42.38805674213172,632319.1469,137089.05431315137,19.214102444547034,91031.90055699338,22711.963153852033,23345.19060230597,17.029215584913693,*,761571.4206565162,17.717116684049657,340689.77358427586,164908.19239116204,255973.45468107838,33.61122118532432,107465.3475959471,1524362.4971495837,8.789303380205867,544436.755840039,282522.191199829,697403.5501097159,45.750505631947505,370475.4056,503981.46192253724,8.592982482821059,139415.3170966603,97091.67372752214,267474.4710983549,53.07228366655005,159189.60132000002
Jun-Aug 1993,2906235.043010229,10.311489864207903,1113646.4781092545,550982.6054079519,1241605.9594930224,42.72214535707298,648377.3795,2889977.1559021585,10.416758005398716,1106979.1170477478,547962.3720746334,1235035.666779777,42.73513595972486,642602.959,143385.12959552696,20.06349982282332,94272.00689806169,25152.91534827197,23960.207349193282,16.710385112307172,*,745488.8293021028,17.49173501601688,327927.8048237252,160142.65952567456,257418.36495270295,34.53014382438002,110253.25253342309,1523086.9479600356,8.77662032658298,556589.7978920776,276157.4992538503,690339.6508141077,45.32503227991824,376353.70761,494274.1361525633,8.443477775678813,134856.86849538996,89529.53128015503,269887.73637701845,54.60284417829917,160423.60809
Jul-Sep 1993,2890124.4196563703,10.246574148315249,1101867.376926154,534885.688128246,1253371.3546019706,43.36738398103269,670181.7816999999,2876141.423363515,10.35741648043525,1098244.510606219,532734.3690690506,1245162.5436882456,43.292813544338344,666440.0974999999,143706.9854826046,20.160176096786937,94917.15245008588,27334.59968423764,21455.233348281097,14.929847200001426,*,731008.9653822025,17.199577184441193,320818.8373020006,146296.80850402243,263893.3195761795,36.09987456695622,118589.29356427169,1513870.413472483,8.709751164855824,540977.1260308493,275737.9680389283,697155.3194027054,46.05118860891044,386775.2871,501538.0553190805,8.55654914181605,145154.26114321826,85516.31190105766,270867.4822748046,54.00736382854889,163356.61476
Aug-Oct 1993,2891900.4717580564,10.250753649545082,1110311.847677078,514133.7044138801,1267454.9196670982,43.827750368482825,673680.34,2875030.7792576705,10.35370922155265,1105470.4631175653,510477.94291936414,1259082.3732207413,43.79370065547037,670041.6232,148819.3665109948,20.641362392670906,96704.42937237115,29287.228726862475,22827.70841176118,15.339205472343323,*,723371.0302158629,17.093530960067,313869.6572302105,139493.25344357622,270008.11954207625,37.32636617497697,120965.34036563401,1515672.5448789848,8.72000628844025,547399.4696266816,266035.799110372,702237.2761419314,46.33172768845,380827.21897,504037.53015221364,8.57612425533062,152338.29144781487,79317.42313306942,272381.8155713293,54.03998696070769,169574.62152000002
Sep-Nov 1993,2885450.0054422794,10.23041404163543,1105314.7420414824,511061.64629437716,1269073.61710642,43.98182656822354,689318.4811,2867655.4194106236,10.327389043207326,1101518.0958195995,507279.03139354347,1258858.2921974806,43.898520152613315,685505.5371999999,142287.17114868274,19.72375442131071,94781.8311388172,27816.52574016907,19688.81426969647,13.837378388191215,*,727825.9992511626,17.263882258444607,321854.1187324053,138410.04430130872,267561.83621744864,36.76178598905984,121971.2098033277,1512652.5100870822,8.706481237109848,542090.3723049621,264891.21722266707,705670.920559453,46.65122464371068,391631.90913,502684.32495535206,8.529513536847126,146588.41986529753,79943.8590302323,276152.0460598221,54.93547985295735,174138.62819
Oct-Dec 1993,2892462.821669126,10.252294377424521,1114840.6846909442,503568.8440986497,1274053.2928795323,44.04735242696487,700831.3312,2875819.3788527483,10.354126415560911,1109444.9101866293,499030.26848425204,1267344.2001818668,44.06897767993513,696946.1557,146329.2759838202,20.239738909401026,97736.59975418524,30174.06475078151,18418.61147885345,12.587099440640994,*,732285.0209361938,17.449223777852808,335758.9352147803,138203.7740742346,258322.31164717884,35.27619769101999,119627.1451661928,1512681.0623679128,8.703083580705657,536699.9577855507,254875.78524413466,721105.3193382274,47.670678061469694,402286.06292,501167.4623811994,8.476815981761094,144645.19193642784,80315.22002949896,276207.0504152727,55.11272601436031,176869.63496
Nov-Jan 1994,2892170.0178706073,10.250909064405304,1112474.1218459494,505990.3377836031,1273705.5582410546,44.03978847615724,715032.6638,2875340.211973338,10.351175044379334,1107242.6333312956,500388.4306137189,1267709.1480283234,44.089013979959546,710582.9721,144047.97784885453,19.962024072733765,98762.56955034987,30740.580780372613,14544.82751813205,10.09721048176985,*,729591.6044930075,17.478063399710678,338351.4957271247,137318.5068669719,253921.601898911,34.80325161846686,119076.28546577919,1511145.3990516989,8.685948449513974,531945.3595073749,261340.8259049921,717859.2136393321,47.50431123899897,412232.95212000003,507385.03647704615,8.570307397754956,143414.69706109996,76590.42423126646,287379.91518467973,56.63941474901589,182962.64162
Dec-Feb 1994,2845123.1009252453,10.08654415861178,1095211.9654553337,500830.7403430091,1249080.3951269023,43.90250793439118,706560.7315,2829189.6893961243,10.185167752073022,1090197.5809079206,497309.84801611997,1241682.260472084,43.88826472561882,702522.8413,143231.01163974789,19.647410373577078,98648.63806485428,29863.191695310823,14719.181879582764,10.276532792077314,*,697915.7196344839,16.81751481895975,323888.9126582794,130060.69279556461,243966.11418063997,34.95638618204662,113145.2472115026,1493017.0039299577,8.581202504764294,527031.7443737873,265741.1964833096,700244.0630728606,46.90127850048996,409682.21084,510959.36572105583,8.617268203597254,145642.67035841278,75165.6593688241,290151.035993819,56.785540193467945,182832.64839
Jan-Mar 1994,2806083.664283388,9.945820511591542,1076464.7166961792,493851.24289014214,1235767.7046970665,44.03887597601815,711601.0726,2789855.9339504177,10.040216671757216,1072224.513827396,491943.12533455866,1225688.294788463,43.933748688338056,707401.5125,143276.13635327073,19.658160514980803,101888.0173442428,28116.71266727947,13271.406341748456,9.262817018617556,*,682538.0622553625,16.533466265197077,309846.7024378175,133472.686194591,239218.67362295403,35.048400499817625,115527.19345064959,1466281.8685543356,8.412158858650745,521927.16939978604,253674.85395617218,690679.8451983775,47.10416598681301,410382.41451,513987.59712041885,8.673239579184685,142802.8275143329,78586.99007209954,292597.7795339864,56.927011697022635,184941.65506000002
Feb-Apr 1994,2769350.7089075325,9.813374016467117,1055647.1162868254,476768.602555509,1236934.990065198,44.66516234605585,721437.2220000001,2752677.9188985224,9.907468428940907,1053779.6258121661,475216.9737970148,1223681.3192893416,44.454213509257734,716456.9010000001,145368.60913731882,19.77971126511217,106885.37210196702,22973.63322508412,15509.60381026768,10.669156086935468,*,668262.5955440471,16.255890181283057,299293.95863228827,130753.46111754916,238215.17579420962,35.64694139438905,117524.3642590302,1451032.966097978,8.327600958563341,511407.1239595899,246134.89631893073,693490.9458194573,47.79291456653444,414144.26962,504686.5381281884,8.482192109387103,138060.6615929802,76906.61189394501,289719.2646412632,57.4057841359889,188436.61038000003
Mar-May 1994,2749738.1624632194,9.749076975651812,1064987.0271650057,457839.0888347515,1226912.046463462,44.6192318676769,720762.0,2734640.0492306827,9.849357131277754,1061432.845890004,456098.2700474162,1217108.9332932627,44.507098242624785,715867.0,145615.09923016187,19.96360000734597,110421.72773796757,18798.48586796846,16394.885624225826,11.259056039450806,*,667694.4242215836,16.32860302829854,303807.8326552557,131002.27812866929,232884.31343765865,34.87887647244644,116358.7140179112,1449745.2199847787,8.32100626098846,522354.91836031084,234610.6399969032,692779.6616275643,47.786304246951616,413798.0,486683.4190266955,8.160509274564905,128402.54841147164,73427.68484121063,284853.1857740131,58.5294617892845,187651.0
Apr-Jun 1994,2735968.4604138164,9.706457463282527,1060622.0081758816,456164.8542406915,1219181.5979972428,44.561244606337354,715545.4226,2720760.2524334495,9.804878351982277,1059292.2281317443,453571.26401367434,1207896.7602880308,44.395560366176596,711234.4173,138879.16189094013,19.210382235486268,104535.31357577979,19074.38673478719,15269.461580373154,10.99478235069135,*,673017.0680328775,16.519762194783045,314107.0563690919,126625.23706984143,232284.77459394408,34.51395003589965,112553.1521117553,1434840.8129635262,8.237109256674929,517744.6486364951,233010.80998671305,684085.3543403179,47.67674212774901,415958.05251999997,489231.41752647236,8.193570884123588,124234.98959451477,77454.4204493498,287542.00748260773,58.77423182190641,184477.75468
May-Jul 1994,2705398.8967254297,9.586499602990141,1063794.2138885644,445443.84601448476,1196160.8368223808,44.21384359512359,709971.1479,2691656.7598505807,9.690102569488927,1062248.05043073,442841.50805657834,1186567.2013632725,44.083154251403926,705405.2285,137645.49674192187,19.367014202768555,101788.64707937712,20453.849168244044,15403.000494300715,11.190341027415185,*,670055.7922353257,16.44542934490703,321167.3875684992,121284.51525521281,227603.88941161364,33.967901188096654,116100.7125010585,1418414.3925885297,8.131920044491443,516596.15137892845,229508.0101333728,672310.2310762288,47.39871751084666,418556.43923,479283.21515965235,7.997073828320624,124242.02786175959,74197.47145765513,280843.7158402377,58.59660988684672,174351.94366000002
Jun-Aug 1994,2690974.1270217574,9.53961250665731,1060881.1188982234,443264.1035327454,1186828.9045907888,44.10406226775264,709585.2106,2675212.6003082767,9.635839507162085,1056682.5801211335,439240.1359692038,1179289.8842179393,44.08209964628772,704986.5812,138968.51331120735,19.36581640284102,99469.47746370501,24921.25137619394,14577.784471308409,10.489990951160848,*,680276.1316247827,16.758237854976286,345512.21904305974,114465.85929961492,220298.05328210795,32.38362233229387,104695.37811627971,1400670.7263891543,8.034041524596873,493141.02203731716,230252.747315532,677276.9570363052,48.35375968642429,432268.78319999995,471058.755696613,7.854549278053356,122758.40035414151,73624.2455414045,274676.109801067,58.310371366491076,173536.08129
Jul-Sep 1994,2639303.730102255,9.359784835192967,1032424.4636037401,438363.5809179227,1168515.6855805917,44.27363445340638,705298.5889,2622251.9407029646,9.449503225348131,1031538.127050736,435239.9179056798,1155473.895746549,44.064183071470744,699413.2605,143354.79443033534,19.910305545162924,103214.9852572949,23230.860044876557,16908.949128163888,11.795175177333157,*,660954.1340605866,16.354769878491922,322792.0152952455,117708.6910023231,220453.42776301788,33.35381630925845,108049.8017224448,1379582.9038841864,7.910449364377638,488253.32019668294,228238.91363910164,663090.6700484017,48.06457576282541,421288.67184,455411.8977271468,7.594028254706677,118164.14285451692,69185.11623162142,268062.6386410082,58.86158002872685,175017.21882
Aug-Oct 1994,2607866.1325672576,9.257988113907196,1029287.2865816173,432217.50734746724,1146361.338638173,43.957829135564644,688996.5691000001,2593193.3796081147,9.355081099127025,1026953.4575452257,429232.23350160674,1137007.6885612824,43.845850352013,684791.3268,139899.8332647783,19.532827091712825,100960.656687095,24155.9392079745,14783.237369708822,10.567015717402363,*,655614.3013801551,16.349515580963917,320073.14196911186,117380.10537924041,218161.05403180287,33.27582293011987,105156.1439235376,1365226.3548510396,7.828541121371215,490933.9069120806,224463.68947496053,649828.7584639984,47.59860928226086,409395.828,447125.6430712843,7.447737703541317,117319.58101332982,66217.77328529183,263588.28877266275,58.95172707207925,172373.35646
Sep-Nov 1994,2555635.7381248027,9.07880151663105,1004173.0494893084,420197.15368247917,1131265.5349530152,44.265523371616375,699967.7742,2540205.011338061,9.174566853836286,1001782.6341213603,416631.9468686804,1121790.4303480205,44.161413167085826,694136.7816,136062.89272331298,19.196202131213532,97607.86136322244,23351.613825434688,15103.417534655855,11.100320765169238,*,626734.276531448,15.702602162322782,296841.2219607022,117401.45614811321,212491.59842263247,33.90457589117836,110537.15420531039,1353524.74498194,7.763991041043434,494256.16388435767,219005.85696353874,640262.7241340433,47.303363053224885,410424.97522,439313.82388810226,7.30237192922687,115467.80228102606,60438.22674539256,263407.79486168356,59.95891331859756,176938.49399
Oct-Dec 1994,2520664.921598131,8.96378064041639,1007912.9301704504,416308.9320586702,1096443.0593690104,43.498167883173174,674921.8099,2506626.991006246,9.063557171251126,1002227.6725804782,412604.642041213,1091794.6763845547,43.55632809755515,669734.9408,127340.45913041051,18.05251399518949,95530.06781936929,19481.415368222057,12328.975942819148,9.681900023772439,*,627473.5552844476,15.777746568474868,306930.83601220103,113561.66181144482,206981.05746080173,32.986419223193025,105109.4779747111,1330144.7560913851,7.630538743374345,488039.6921290838,219038.69364391066,623066.3703183905,46.84199726872313,399459.63618000003,435706.15109188796,7.2540863639370095,117412.3342097963,64227.16123509267,254066.6556469989,58.311468637820006,170055.63152
Nov-Jan 1995,2497059.2345813457,8.89259906384772,1010750.0860206904,409456.31938992994,1076852.8291707258,43.12484118348397,668243.7031,2483958.7058480927,8.99334003097893,1005389.0742047974,405387.25866890326,1073182.3729743918,43.20451746833599,662516.298,127880.08429111978,18.031939071676604,95854.44866029744,18205.438315684798,13820.197315137531,10.807153742310467,*,622447.0629910543,15.736247645035494,313915.9869217231,110552.01693633088,197979.05913300032,31.80656973167301,101069.95780329229,1325891.2219577313,7.60483788005205,487682.4258954045,215870.9494289747,622337.8466333521,46.93732308706633,399621.25505000004,420840.8653414407,7.036682010290807,113297.22454326549,64827.91470893953,242715.7260892357,57.673991781267056,167129.74894000002
Dec-Feb 1995,2495887.745276613,8.871576764779514,1018430.0282068109,398849.99772098055,1078607.7193488218,43.21539385695739,675955.0,2482375.2668609098,8.972745559849791,1012572.8011377878,396256.39556938165,1073546.07015374,43.24672761952281,670814.0,138128.68089943126,18.86431758589913,105370.49932819264,18719.529880001348,14038.651691237257,10.16345888473265,*,616270.6219140895,15.658073367964725,310664.1609514533,108338.94788783448,197267.51307480177,32.00988430409094,102260.464493869,1325910.1769422279,7.586090385333147,489216.76216602244,208581.15274680784,628112.2620293975,47.372157854458145,404438.0,415578.2655208645,6.940959098644781,113178.60576114245,63210.36720633683,239189.29255338522,57.555775265002765,168498.0
Jan-Mar 1995,2497190.347036775,8.865518927914893,1018480.9285165332,393971.38491315127,1084738.0336070908,43.438340008572695,681973.0,2484872.5070158886,8.968921141161877,1016189.4537106266,391173.1180394399,1077509.9352658219,43.362785504026355,677647.0,140031.65665091807,19.02053549602996,103753.59836074739,21140.026093659497,15138.032196511176,10.81043569615723,*,613633.509129659,15.621437781699862,316340.85483498266,108013.53233098879,189279.12196368756,30.845630029583898,96705.968655417,1333723.2034908636,7.620908525168438,488993.20811056823,207223.0061374645,637506.9892428307,47.79904762654134,414220.0,409801.97776533494,6.827482404419302,109393.26721023495,57594.82035103855,242813.8902040615,59.251517410466015,169579.0
Feb-Apr 1995,2489847.099940832,8.830895628092755,1026074.2735080037,385997.0439839662,1077775.7824488617,43.28682602536011,677917.0,2476469.907856851,8.930412084412282,1024497.0512519218,383589.63548248983,1068383.2211224393,43.14137707600991,673170.0,146881.34686832706,19.84658822767034,110878.13642500738,22355.954795464888,13647.2556478548,9.291347021816861,*,605598.5736408809,15.435989612726726,308193.2812750755,107567.3306711076,189837.96169469782,31.347161297521726,96060.66926236611,1327808.5383560138,7.585156225372776,492355.55885713315,201836.70662402944,633616.2728748512,47.71894852094747,412297.0,409558.64107560995,6.796524925300513,114647.29695078768,54237.05189336435,240674.29223145783,58.76430579010202,168090.0
Mar-May 1995,2472717.208390305,8.766606184997219,1021970.8220134872,394232.91081443266,1056513.475562385,42.72682181276025,657968.0,2460668.761625409,8.867856958707543,1019047.4129573423,391882.3904435012,1049738.9582245655,42.66071787456489,653910.0,146266.1198471245,19.36578181273311,111651.84557865161,22581.845034456237,12032.42923401665,8.226395317379577,*,606274.5259813423,15.45484421485279,312536.3431910957,115098.65909793822,178639.52369230843,29.465121168195996,91472.5565167795,1317384.362681973,7.5213903144723755,481207.45575184806,203889.34349572653,632287.5634343987,47.995678508523326,405308.0,402792.1998798649,6.69895104272777,116575.17749189197,52663.06318631168,233553.9592016614,57.983734360129176,158532.0
Apr-Jun 1995,2444536.370531641,8.664015796506522,1000330.0398839258,396600.9440049331,1047605.386642782,42.85497238950662,649284.0,2431657.327730405,8.763151170342312,997599.9738171613,394762.54030743963,1039294.813605804,42.740183896545695,644848.0,151440.77237848373,19.716431052643284,116766.76346929406,22410.796958282997,12263.211950906665,8.097695064746636,*,587930.6462758932,15.115658359296495,300836.2714414683,115238.82204919748,171855.5527852274,29.230582531086874,90749.3699842709,1307723.7542877537,7.461764589343704,469464.07170603616,205706.6501212696,632553.0324604481,48.37053929673132,401677.0,397441.19758951006,6.589410051130451,113262.9332671272,53244.67487618303,230933.5894461999,58.105096010885994,154662.0
May-Jul 1995,2447892.2048378093,8.66853314969064,1018208.9868159022,394048.01802348264,1035635.1999984246,42.307222432085936,638943.0,2435394.840309647,8.766057259271024,1015134.1126020629,392212.35664871044,1028048.3710588736,42.212800735348644,634696.0,147012.85127229255,19.156360615929064,112767.16515958784,21840.328394740893,12405.357717963841,8.43828115066419,*,591779.3590574565,15.145818579347006,308498.28762238467,114436.4664329347,168844.60500213713,28.53168202268167,89441.621766739,1313971.220763117,7.494235212847864,479842.8515246674,206617.82968864898,627510.5395498008,47.75679479382817,396216.0,395128.77374494326,6.551535451540411,117100.68250926235,51153.39350715811,226874.69772852288,57.417913552145194,151429.0
Jun-Aug 1995,2438575.1944878697,8.62415449723507,1016901.4246509678,393666.00027024583,1028007.7695666561,42.156082448896974,633276.0,2426198.044708797,8.71955218843162,1011935.3397257985,392130.593588059,1022132.1113949395,42.12896443569677,627980.0,143768.7457676988,18.758541934170054,110551.2138220937,20198.45667847993,13019.075267125172,9.05556711759965,*,587694.2358579431,14.930456127058282,308876.6294389614,108921.4853395414,169896.12107944023,28.908930990520616,83726.3733104074,1303146.4806393627,7.432802738017791,479544.72966880846,208754.1235669108,614847.6274036434,47.181774001490666,392364.0,403965.7322228652,6.686946498175657,117928.8517211043,55791.93468531366,230244.9458164472,56.99615770612508,156984.0
