new_la_code,time_period,version,gender,breakdown,ethnicity_major,free_school_meals,sen_status,sen_description,disadvantage,first_language,variable,value
E06000044,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,21.0
E06000045,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,24.8
E06000046,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.8
E06000047,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.6
E06000049,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,28.3
E06000050,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,25.5
E06000051,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.4
E06000052,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.8
E06000053,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,51.9
E06000054,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,28.6
E06000055,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,24.0
E06000056,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,24.1
E06000057,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,23.4
E06000058,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,35.3
E06000059,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.0
E06000060,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,31.8
E06000061,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.8
E06000062,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,28.9
E06000063,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.0
E06000064,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,32.0
E06000065,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.8
E06000066,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.4
E08000001,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,23.2
E08000002,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,29.4
E08000003,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.1
E08000004,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,25.4
E08000005,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,25.0
E08000006,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,23.4
E08000007,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,29.5
E08000008,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.0
E08000009,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,36.2
E08000010,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,28.4
E08000011,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,18.7
E08000012,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.7
E08000013,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.9
E08000014,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,25.0
E08000015,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,29.6
E08000016,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.8
E08000017,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.0
E08000018,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,25.8
E08000019,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,24.4
E08000021,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,23.4
E08000022,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.9
E08000023,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,28.7
E08000024,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,24.4
E08000025,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.9
E08000026,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.9
E08000027,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.3
E08000028,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.3
E08000029,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,30.4
E08000030,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.5
E08000031,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,29.6
E08000032,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,24.2
E08000033,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,29.9
E08000034,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,24.3
E08000035,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.9
E08000036,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,28.3
E08000037,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.9
E09000002,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,23.9
E09000003,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,35.0
E09000004,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,30.7
E09000005,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,32.6
E09000006,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,33.3
E09000007,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,30.0
E09000008,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,28.5
E09000009,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,29.3
E09000010,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.8
E09000011,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,32.4
E09000012,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,34.8
E09000013,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,32.6
E09000014,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,35.7
E09000015,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,31.4
E09000016,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.5
E09000017,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.9
E09000018,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,33.2
E09000019,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,29.9
E09000020,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,35.3
E09000021,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,34.6
E09000022,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,28.4
E09000023,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,28.8
E09000024,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,35.1
E09000025,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,31.5
E09000026,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,34.6
E09000027,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,36.6
E09000028,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,38.7
E09000029,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,34.2
E09000030,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,29.8
E09000031,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.2
E09000032,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,31.7
E09000033,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,38.9
E10000003,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,29.0
E10000007,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.4
E10000008,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.2
E10000011,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,23.6
E10000012,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.5
E10000013,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.9
E10000014,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,25.9
E10000015,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,34.2
E10000016,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.4
E10000017,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.5
E10000018,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.6
E10000019,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,30.4
E10000020,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.6
E10000024,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,24.8
E10000025,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,25.9
E10000028,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,27.5
E10000029,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,25.0
E10000030,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,31.4
E10000031,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,30.3
E10000032,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,30.2
E10000034,202223,Revised,Total,SEN description,Total,Total,Total,Any SEN,Total,Total,avg_att8,26.8
