new_la_code,time_period,version,gender,breakdown,ethnicity_major,free_school_meals,sen_status,sen_description,disadvantage,first_language,variable,value
E06000045,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.88
E06000046,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.74
E06000047,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.65
E06000049,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.94
E06000050,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.89
E06000051,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.88
E06000052,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.63
E06000053,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.66
E06000054,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.76
E06000055,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.28
E06000056,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.84
E06000057,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.77
E06000058,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.46
E06000059,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.63
E06000060,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.55
E06000061,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.48
E06000062,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.6
E06000063,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.94
E06000064,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.74
E06000065,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.73
E06000066,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.88
E08000001,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.53
E08000002,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.48
E08000003,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.36
E08000004,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.49
E08000005,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.63
E08000006,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.92
E08000007,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.72
E08000008,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.7
E08000009,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.5
E08000010,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.95
E08000011,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-1.27
E08000012,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.96
E08000013,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-1.05
E08000014,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-1.06
E08000015,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.71
E08000016,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.66
E08000017,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.5
E08000018,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.63
E08000019,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.65
E08000021,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.97
E08000022,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.66
E08000023,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.81
E08000024,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-1.01
E08000025,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.24
E08000026,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.46
E08000027,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.59
E08000028,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.41
E08000029,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.78
E08000030,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.62
E08000031,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.36
E08000032,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.66
E08000033,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.55
E08000034,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.33
E08000035,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.39
E08000036,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.48
E08000037,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.8
E09000002,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.13
E09000003,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.18
E09000004,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.64
E09000005,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.13
E09000006,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.62
E09000007,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.38
E09000008,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.4
E09000009,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.22
E09000010,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.12
E09000011,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.42
E09000012,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.04
E09000013,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.02
E09000014,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.17
E09000015,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.04
E09000016,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.62
E09000017,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.21
E09000018,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.04
E09000019,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.29
E09000020,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.05
E09000021,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.02
E09000022,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.3
E09000023,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.48
E09000024,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.13
E09000025,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.01
E09000026,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.15
E09000027,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.37
E09000028,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.06
E09000029,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.03
E09000030,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.05
E09000031,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.41
E09000032,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.12
E09000033,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,0.28
E10000003,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.5
E10000007,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.7
E10000008,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.74
E10000011,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.93
E10000012,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.85
E10000013,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.49
E10000014,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.96
E10000015,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.52
E10000016,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.81
E10000017,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.77
E10000018,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.75
E10000019,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.5
E10000020,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.54
E10000024,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.68
E10000025,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.84
E10000028,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.79
E10000029,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.7
E10000030,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.73
E10000031,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.67
E10000032,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.71
E10000034,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged,Total,avg_p8score,-0.67
