quarter_index,quarter_start,people_age_16_to_24_neet_total_sa,people_age_16_to_24_neet_unemployed_sa,people_age_16_to_24_neet_economically_inactive_sa,people_age_16_to_24_population,people_age_16_to_24_neet_total_rate_sa,people_age_16_to_24_neet_unemployed_rate_sa,people_age_16_to_24_neet_economically_inactive_rate_sa,men_age_16_to_24_neet_total_sa,men_age_16_to_24_neet_unemployed_sa,men_age_16_to_24_neet_economically_inactive_sa,men_age_16_to_24_population,men_age_16_to_24_neet_total_rate_sa,men_age_16_to_24_neet_unemployed_rate_sa,men_age_16_to_24_neet_economically_inactive_rate_sa,women_age_16_to_24_neet_total_sa,women_age_16_to_24_neet_unemployed_sa,women_age_16_to_24_neet_economically_inactive_sa,women_age_16_to_24_population,women_age_16_to_24_neet_total_rate_sa,women_age_16_to_24_neet_unemployed_rate_sa,women_age_16_to_24_neet_economically_inactive_rate_sa,quarter_label,quarter_axis_label
65,2018-01-01,798030.7745696753,315031.53296544985,482999.2416042255,7023893.0,11.361659048189876,4.485141401861473,6.876517646328403,398189.37622441386,185317.5553054576,212871.82091895625,3587770.0,11.098520145505812,5.165257396807978,5.9332627486978335,399841.3983452615,129713.97765999226,270127.42068526923,3436123.0,11.636411104761429,3.775009732189222,7.861401372572205,Jan-Mar 2018,Jan-Mar\n2018
66,2018-04-01,778182.7954806817,290271.9510441419,487910.8444365398,7000719.0,11.11575533142641,4.146316271859246,6.969439059567165,389548.09904020745,181500.86245407976,208047.2365861277,3576840.0,10.890844964835091,5.074335515541086,5.816509449294005,388634.6964404743,108771.08859006212,279863.60785041214,3423879.0,11.350713516466971,3.1768379837623386,8.173875532704637,Apr-Jun 2018,Apr-Jun\n2018
67,2018-07-01,757625.2232055317,283772.69572816684,473852.52747736487,6978686.0,10.856273275592736,4.0662768854791125,6.789996390113624,346731.6409170561,166933.10665049922,179798.5342665569,3565975.0,9.723333475895265,4.681275293587285,5.0420581823079775,410893.5822884756,116839.5890776676,294053.993210808,3412711.0,12.040093119179316,3.423659052221756,8.616434066957558,Jul-Sep 2018,Jul-Sep\n2018
68,2018-10-01,788498.5940157016,314842.46104232897,473656.1329733726,6957077.0,11.333762642208812,4.525499157797578,6.808263484411235,374361.3591732482,190807.769130142,183553.59004310623,3554895.0,10.530869664877534,5.3674656812688415,5.163403983608693,414137.2348424533,124034.69191218696,290102.54293026635,3402182.0,12.172694901167937,3.6457394669711074,8.526955434196829,Oct-Dec 2018,Oct-Dec\n2018
69,2019-01-01,764183.8700515023,299651.66881126614,464532.2012402361,6935588.0,11.018299674829333,4.320494077953681,6.697805596875653,381482.508959108,185504.65861799644,195977.8503411116,3544053.0,10.764018172389296,5.234251818976647,5.529766353412649,382701.3610923942,114147.01019326969,268554.3508991245,3391535.0,11.284016266746304,3.3656444705205666,7.918371796225736,Jan-Mar 2019,Jan-Mar\n2019
70,2019-04-01,792346.0651661337,329883.51476053515,462462.5504055985,6913980.0,11.46005723427221,4.771253529234032,6.688803705038176,414263.4740452452,207965.84474438475,206297.62930086048,3533099.0,11.72521556982256,5.886216172951416,5.838999396871145,378082.5911208884,121917.6700161504,256164.921104738,3380881.0,11.18296062833588,3.6060917262734304,7.576868902062452,Apr-Jun 2019,Apr-Jun\n2019
71,2019-07-01,800295.4952633872,316752.5839690232,483542.9112943641,6899638.0,11.599093970776252,4.590858012681581,7.008235958094672,422971.5798176824,211830.3240537101,211141.2557639723,3525674.0,11.996899878368856,6.008222088988093,5.988677789380762,377323.91544570494,104922.25991531316,272401.6555303918,3373964.0,11.183400754889648,3.109762283038976,8.073638471850671,Jul-Sep 2019,Jul-Sep\n2019
72,2019-10-01,762514.0853526024,301742.6333668721,460771.4519857303,6888877.0,11.068771954450666,4.380142559765141,6.688629394685525,391572.1496784073,199700.3867288907,191871.7629495166,3520015.0,11.124161393585178,5.673282265242924,5.450879128342254,370941.9356741951,102042.24663798138,268899.68903621373,3368862.0,11.010897320050365,3.028982684300556,7.98191463574981,Oct-Dec 2019,Oct-Dec\n2019
73,2020-01-01,773870.5122285518,319511.3139698459,454359.1982587059,6873352.0,11.258997243681856,4.648551594183535,6.610445649498321,405546.2623580374,200503.5134925845,205042.7488654529,3511837.0,11.547980796319344,5.70936274925586,5.838618047063485,368324.2498705144,119007.80047726142,249316.44939325305,3361515.0,10.95709077218202,3.5403025266066463,7.416788245575373,Jan-Mar 2020,Jan-Mar\n2020
74,2020-04-01,790989.796593196,304136.03715969005,486853.759433506,6852443.0,11.543179514126509,4.43835924150978,7.104820272616729,415982.4317674215,186044.4469811936,229937.98478622796,3501048.0,11.881654629340172,5.313964475242657,6.567690154097513,375007.36482577457,118091.59017849652,256915.77464727807,3351395.0,11.18959015054252,3.523654781919067,7.665935368623455,Apr-Jun 2020,Apr-Jun\n2020
75,2020-07-01,772881.6677056467,348316.3402364934,424565.3274691534,6849739.0,11.28337397535361,5.085103830036347,6.198270145317266,431522.20333546994,235270.1608124983,196252.04252297163,3499193.0,12.33204922779252,6.723554854290641,5.60849437350188,341359.46437017684,113046.17942399508,228313.28494618172,3350546.0,10.188174236980386,3.3739629130295503,6.814211323950834,Jul-Sep 2020,Jul-Sep\n2020
76,2020-10-01,797760.9292384482,354087.9448012371,443672.9844372111,6832734.0,11.675574217267174,5.182229321399561,6.493344895867614,456661.1371683392,229655.17928005563,227005.95788828356,3489920.0,13.085146283248305,6.580528472860571,6.504617810387732,341099.79207010905,124432.76552118149,216667.0265489276,3342814.0,10.20397162600459,3.722395727706701,6.48157589829789,Oct-Dec 2020,Oct-Dec\n2020
77,2021-01-01,723528.8042030449,317945.6699641783,405583.1342388665,6816163.0,10.61489879574542,4.664584311792107,5.950314483953311,412077.1747449413,198266.38680839227,213810.78793654905,3480821.0,11.838505190153164,5.695966176036984,6.142539014116183,311451.62945810345,119679.283155786,191772.34630231743,3335342.0,9.337921852035066,3.588216235570026,5.749705616465041,Jan-Mar 2021,Jan-Mar\n2021
78,2021-04-01,644356.8433293989,279471.9522966931,364884.8910327058,6805141.0,9.468677332760612,4.106776807368035,5.36190052539258,347350.4275642031,169457.43099834915,177892.99656585394,3474560.0,9.996961559570222,4.877090365351272,5.11987119421895,297006.41576519585,110014.52129834393,186991.8944668519,3330581.0,8.917555698696289,3.303163060689529,5.614392638006759,Apr-Jun 2021,Apr-Jun\n2021
79,2021-07-01,708463.1804992002,270262.49926281045,438200.6812363898,6815111.0,10.395475297455906,3.96563605879362,6.429839238662287,379353.5185067369,164136.28885810816,215217.22964862877,3479480.0,10.902592298468072,4.717264903321995,6.185327395146078,329109.66199246334,106126.21040470227,222983.45158776105,3335631.0,9.866488888982724,3.1815932399207907,6.684895649061934,Jul-Sep 2021,Jul-Sep\n2021
80,2021-10-01,693649.3928072673,256495.57510895148,437153.8176983158,6813325.0,10.180776534324536,3.764616763605897,6.41615977071864,394684.6562052611,157477.23553533026,237207.42066993087,3478605.0,11.346061314959908,4.5270226293393545,6.819038685620554,298964.73660200613,99018.33957362124,199946.3970283849,3334720.0,8.965212569631218,2.9693149521885265,5.995897617442691,Oct-Dec 2021,Oct-Dec\n2021
81,2022-01-01,707249.3289750393,246973.92854353023,460275.4004315091,6816697.0,10.375249610992528,3.6230732940532673,6.752176316939261,387513.1047109657,169359.86517050044,218153.23954046523,3480291.0,11.134502968601351,4.866255872583656,6.268247096017696,319736.22426407365,77614.06337302981,242122.16089104384,3336406.0,9.583252885412437,2.3262775385558534,7.256975346856582,Jan-Mar 2022,Jan-Mar\n2022
82,2022-04-01,711429.2176361557,238658.23334559973,472770.98429055593,6823520.0,10.426132225539831,3.497582381902592,6.928549843637242,384742.4008806578,167317.70440900553,217424.6964716523,3483765.0,11.043867794775418,4.802783896416822,6.241083898358595,326686.8167554978,71340.5289365942,255346.28781890363,3339755.0,9.781759942136407,2.136100670156769,7.645659271979641,Apr-Jun 2022,Apr-Jun\n2022
83,2022-07-01,723689.0739914065,233616.98157853383,490072.0924128727,6840016.0,10.58022487069338,3.4154449577096577,7.164779912983723,383193.1829599809,154954.00401485825,228239.1789451227,3492186.0,10.97287438183364,4.437163542115404,6.535710839718237,340495.8910314256,78662.97756367557,261832.91346775,3347830.0,10.170644597587858,2.3496706094298565,7.820973988158002,Jul-Sep 2022,Jul-Sep\n2022
84,2022-10-01,788083.054131716,298622.9420771216,489460.1120545944,6837737.0,11.525495264467118,4.367277391293664,7.158217873173456,415660.77760301065,188053.72348289625,227607.0541201144,3491014.0,11.906591540538384,5.386793736229537,6.519797804308847,372422.2765287054,110569.21859422536,261853.05793448,3346723.0,11.127968359756856,3.303805501507754,7.8241628582491,Oct-Dec 2022,Oct-Dec\n2022
85,2023-01-01,770362.254961357,295456.63101260527,474905.6239487517,6841111.0,11.260777013578013,4.318839893295187,6.941937120282828,389173.7730911304,181233.75193603343,207940.0211550969,3492537.0,11.143010742366664,5.1891719954873325,5.95383874687933,381188.4818702266,114222.87907657186,266965.6027936548,3348574.0,11.383606331239108,3.4110901857498703,7.972516145489237,Jan-Mar 2023,Jan-Mar\n2023
