geography_code,value,notes
E14000600,30.2,Normal Value
E14000601,35.7,Normal Value
E14000602,17.0,Normal Value
E14000603,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000604,30.5,Normal Value
E14000605,28.5,Normal Value
E14000606,37.5,Normal Value
E14000607,18.8,Normal Value
E14000608,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000609,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000610,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000611,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000612,18.0,Normal Value
E14000613,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000614,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000615,22.1,Normal Value
E14000616,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000617,20.8,Normal Value
E14000618,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000619,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000620,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000621,30.0,Normal Value
E14000622,22.5,Normal Value
E14000623,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000624,21.9,Normal Value
E14000625,31.0,Normal Value
E14000626,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000627,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000628,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000629,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000630,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000631,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000632,24.7,Normal Value
E14000633,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000634,30.7,Normal Value
E14000635,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000636,30.7,Normal Value
E14000637,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000638,32.4,Normal Value
E14000639,32.2,Normal Value
E14000640,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000641,22.5,Normal Value
E14000642,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000643,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000644,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000645,17.1,Normal Value
E14000646,37.3,Normal Value
E14000647,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000648,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000649,14.4,Normal Value
E14000650,21.2,Normal Value
E14000651,37.6,Normal Value
E14000652,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000653,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000654,25.0,Normal Value
E14000655,44.1,Normal Value
E14000656,46.6,Normal Value
E14000657,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000658,3.6,Normal Value
E14000659,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000660,17.8,Normal Value
E14000661,13.8,Normal Value
E14000662,20.3,Normal Value
E14000663,20.6,Normal Value
E14000664,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000665,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000666,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000667,22.7,Normal Value
E14000668,19.8,Normal Value
E14000669,45.4,Normal Value
E14000670,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000671,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000672,26.5,Normal Value
E14000673,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000674,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000675,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000676,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000677,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000678,20.4,Normal Value
E14000679,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000680,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000681,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000682,27.7,Normal Value
E14000683,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000684,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000685,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000686,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000687,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000688,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000689,26.8,Normal Value
E14000690,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000691,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000692,22.0,Normal Value
E14000693,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000694,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000695,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000696,20.1,Normal Value
E14000697,33.7,Normal Value
E14000698,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000699,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000700,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000701,45.3,Normal Value
E14000702,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000703,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000704,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000705,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000706,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000707,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000708,26.9,Normal Value
E14000709,31.2,Normal Value
E14000710,30.6,Normal Value
E14000711,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000712,28.9,Normal Value
E14000713,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000714,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000715,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000716,14.4,Normal Value
E14000717,37.2,Normal Value
E14000718,34.7,Normal Value
E14000719,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000720,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000721,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000722,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000723,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000724,17.9,Normal Value
E14000725,12.3,Normal Value
E14000726,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000727,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000728,19.5,Normal Value
E14000729,44.7,Normal Value
E14000730,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000731,59.4,Normal Value
E14000732,48.3,Normal Value
E14000733,11.8,Normal Value
E14000734,42.6,Normal Value
E14000735,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000736,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000737,22.2,Normal Value
E14000738,25.2,Normal Value
E14000739,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000740,17.1,Normal Value
E14000741,27.4,Normal Value
E14000742,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000743,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000744,33.3,Normal Value
E14000745,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000746,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000747,12.0,Normal Value
E14000748,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000749,25.8,Normal Value
E14000750,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000751,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000752,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000753,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000754,23.9,Normal Value
E14000755,21.5,Normal Value
E14000756,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000757,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000758,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000759,34.6,Normal Value
E14000760,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000761,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000762,13.0,Normal Value
E14000763,30.7,Normal Value
E14000764,35.2,Normal Value
E14000765,13.5,Normal Value
E14000766,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000767,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000768,27.6,Normal Value
E14000769,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000770,21.8,Normal Value
E14000771,32.8,Normal Value
E14000772,31.0,Normal Value
E14000773,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000774,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000775,15.3,Normal Value
E14000776,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000777,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000778,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000779,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000780,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000781,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000782,30.0,Normal Value
E14000783,12.8,Normal Value
E14000784,35.8,Normal Value
E14000785,23.3,Normal Value
E14000786,26.1,Normal Value
E14000787,41.2,Normal Value
E14000788,54.9,Normal Value
E14000789,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000790,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000791,32.1,Normal Value
E14000792,24.8,Normal Value
E14000793,25.2,Normal Value
E14000794,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000795,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000796,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000797,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000798,28.4,Normal Value
E14000799,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000800,13.6,Normal Value
E14000801,12.5,Normal Value
E14000802,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000803,7.0,Normal Value
E14000804,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000805,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000806,39.5,Normal Value
E14000807,31.3,Normal Value
E14000808,42.6,Normal Value
E14000809,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000810,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000811,15.1,Normal Value
E14000812,13.8,Normal Value
E14000813,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000814,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000815,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000816,20.7,Normal Value
E14000817,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000818,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000819,14.4,Normal Value
E14000820,15.6,Normal Value
E14000821,9.2,Normal Value
E14000822,11.9,Normal Value
E14000823,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000824,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000825,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000826,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000827,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000828,45.8,Normal Value
E14000829,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000830,8.7,Normal Value
E14000831,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000832,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000833,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000834,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000835,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000836,20.6,Normal Value
E14000837,24.8,Normal Value
E14000838,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000839,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000840,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000841,16.4,Normal Value
E14000842,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000843,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000844,31.1,Normal Value
E14000845,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000846,11.3,Normal Value
E14000847,18.2,Normal Value
E14000848,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000849,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000850,8.9,Normal Value
E14000851,28.2,Normal Value
E14000852,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000853,18.6,Normal Value
E14000854,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000855,15.0,Normal Value
E14000856,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000857,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000858,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000859,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000860,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000861,44.4,Normal Value
E14000862,27.4,Normal Value
E14000863,50.4,Normal Value
E14000864,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000865,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000866,11.7,Normal Value
E14000867,9.7,Normal Value
E14000868,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000869,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000870,12.7,Normal Value
E14000871,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000872,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000873,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000874,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000875,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000876,38.7,Normal Value
E14000877,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000878,16.3,Normal Value
E14000879,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000880,19.7,Normal Value
E14000881,15.3,Normal Value
E14000882,15.1,Normal Value
E14000883,17.1,Normal Value
E14000884,14.8,Normal Value
E14000885,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000886,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000887,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000888,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000889,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000890,16.4,Normal Value
E14000891,17.8,Normal Value
E14000892,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000893,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000894,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000895,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000896,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000897,12.7,Normal Value
E14000898,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000899,16.5,Normal Value
E14000900,17.7,Normal Value
E14000901,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000902,28.0,Normal Value
E14000903,18.3,Normal Value
E14000904,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000905,12.9,Normal Value
E14000906,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000907,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000908,38.5,Normal Value
E14000909,30.1,Normal Value
E14000910,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000911,24.8,Normal Value
E14000912,29.7,Normal Value
E14000913,22.9,Normal Value
E14000914,21.1,Normal Value
E14000915,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000916,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000917,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000918,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000919,27.9,Normal Value
E14000920,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000921,35.7,Normal Value
E14000922,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000923,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000924,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000925,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000926,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000927,32.3,Normal Value
E14000928,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000929,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000930,42.7,Normal Value
E14000931,9.8,Normal Value
E14000932,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000933,21.8,Normal Value
E14000934,25.8,Normal Value
E14000935,21.1,Normal Value
E14000936,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000937,44.3,Normal Value
E14000938,22.5,Normal Value
E14000939,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000940,37.9,Normal Value
E14000941,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000942,17.1,Normal Value
E14000943,39.5,Normal Value
E14000944,30.7,Normal Value
E14000945,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000946,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000947,9.2,Normal Value
E14000948,65.2,Normal Value
E14000949,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000950,46.0,Normal Value
E14000951,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000952,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000953,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000954,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000955,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000956,14.6,Normal Value
E14000957,10.2,Normal Value
E14000958,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000959,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000960,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000961,21.3,Normal Value
E14000962,16.7,Normal Value
E14000963,14.1,Normal Value
E14000964,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000965,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000966,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000967,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000968,23.1,Normal Value
E14000969,32.7,Normal Value
E14000970,16.3,Normal Value
E14000971,10.7,Normal Value
E14000972,24.9,Normal Value
E14000973,19.9,Normal Value
E14000974,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000975,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000976,14.7,Normal Value
E14000977,19.5,Normal Value
E14000978,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000979,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000980,11.2,Normal Value
E14000981,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000982,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000983,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000984,19.9,Normal Value
E14000985,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000986,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000987,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000988,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000989,12.0,Normal Value
E14000990,30.0,Normal Value
E14000991,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000992,19.9,Normal Value
E14000993,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000994,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000995,17.4,Normal Value
E14000996,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000997,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000998,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14000999,5.5,Normal Value
E14001000,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001001,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001002,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001003,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001004,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
E14001005,29.7,Normal Value
E14001006,20.4,Normal Value
E14001007,33.5,Normal Value
