geography_code,value,notes
E14000651,42.1,Normal Value
E14000652,32.4,Normal Value
E14000653,35.8,Normal Value
E14000654,27.5,Normal Value
E14000655,39.7,Normal Value
E14000656,30.0,Normal Value
E14000657,27.7,Normal Value
E14000658,39.2,Normal Value
E14000659,34.5,Normal Value
E14000660,38.5,Normal Value
E14000661,29.7,Normal Value
E14000662,32.4,Normal Value
E14000663,40.8,Normal Value
E14000664,41.7,Normal Value
E14000665,31.9,Normal Value
E14000666,38.2,Normal Value
E14000667,41.3,Normal Value
E14000668,39.0,Normal Value
E14000669,42.6,Normal Value
E14000670,40.3,Normal Value
E14000671,40.2,Normal Value
E14000672,44.5,Normal Value
E14000673,23.7,Normal Value
E14000674,27.8,Normal Value
E14000675,28.2,Normal Value
E14000676,34.2,Normal Value
E14000677,49.6,Normal Value
E14000678,44.0,Normal Value
E14000679,35.7,Normal Value
E14000680,38.0,Normal Value
E14000681,38.5,Normal Value
E14000682,35.6,Normal Value
E14000683,45.9,Normal Value
E14000684,42.0,Normal Value
E14000685,29.8,Normal Value
E14000686,33.4,Normal Value
E14000687,43.3,Normal Value
E14000688,46.9,Normal Value
E14000689,33.9,Normal Value
E14000690,29.7,Normal Value
E14000691,30.4,Normal Value
E14000692,26.0,Normal Value
E14000693,36.8,Normal Value
E14000694,35.1,Normal Value
E14000695,35.4,Normal Value
E14000696,36.5,Normal Value
E14000697,32.7,Normal Value
E14000698,29.0,Normal Value
E14000699,31.9,Normal Value
E14000700,37.5,Normal Value
E14000701,27.5,Normal Value
E14000702,30.5,Normal Value
E14000703,27.4,Normal Value
E14000704,43.0,Normal Value
E14000705,43.5,Normal Value
E14000706,42.6,Normal Value
E14000707,35.8,Normal Value
E14000708,47.8,Normal Value
E14000709,39.3,Normal Value
E14000710,30.4,Normal Value
E14000711,43.2,Normal Value
E14000712,35.5,Normal Value
E14000713,37.8,Normal Value
E14000714,39.3,Normal Value
E14000715,30.7,Normal Value
E14000716,42.8,Normal Value
E14000717,50.3,Normal Value
E14000718,21.9,Normal Value
E14000719,34.8,Normal Value
E14000720,28.1,Normal Value
E14000721,28.0,Normal Value
E14000722,43.5,Normal Value
E14000723,40.6,Normal Value
E14000724,39.2,Normal Value
E14000725,42.7,Normal Value
E14000726,27.0,Normal Value
E14000727,29.8,Normal Value
E14000728,37.8,Normal Value
E14000729,36.1,Normal Value
E14000730,35.0,Normal Value
E14000731,45.8,Normal Value
E14000732,31.1,Normal Value
E14000733,41.5,Normal Value
E14000734,40.0,Normal Value
E14000735,42.1,Normal Value
E14000736,39.9,Normal Value
E14000737,37.7,Normal Value
E14000738,36.3,Normal Value
E14000739,35.3,Normal Value
E14000740,44.9,Normal Value
E14000741,37.9,Normal Value
E14000742,42.7,Normal Value
E14000743,45.1,Normal Value
E14000744,32.6,Normal Value
E14000745,34.3,Normal Value
E14000746,47.3,Normal Value
E14000747,40.4,Normal Value
E14000748,38.9,Normal Value
E14000749,33.8,Normal Value
E14000750,34.0,Normal Value
E14000751,32.5,Normal Value
E14000752,23.0,Normal Value
E14000753,27.5,Normal Value
E14000754,38.5,Normal Value
E14000755,33.3,Normal Value
E14000756,39.2,Normal Value
E14000757,30.0,Normal Value
E14000758,37.1,Normal Value
E14000759,30.1,Normal Value
E14000760,38.0,Normal Value
E14000761,23.8,Normal Value
E14000762,51.6,Normal Value
E14000763,18.9,Normal Value
E14000764,22.0,Normal Value
E14000765,47.6,Normal Value
E14000766,40.8,Normal Value
E14000767,33.9,Normal Value
E14000768,46.4,Normal Value
E14000769,34.2,Normal Value
E14000770,28.5,Normal Value
E14000771,36.5,Normal Value
E14000772,40.6,Normal Value
E14000773,31.7,Normal Value
E14000774,32.0,Normal Value
E14000775,41.1,Normal Value
E14000776,41.0,Normal Value
E14000777,28.7,Normal Value
E14000778,37.4,Normal Value
E14000779,42.9,Normal Value
E14000780,35.2,Normal Value
E14000781,30.4,Normal Value
E14000782,41.5,Normal Value
E14000783,38.8,Normal Value
E14000784,29.7,Normal Value
E14000785,38.9,Normal Value
E14000786,44.0,Normal Value
E14000787,30.9,Normal Value
E14000788,23.4,Normal Value
E14000789,15.9,Normal Value
E14000790,32.3,Normal Value
E14000791,32.6,Normal Value
E14000792,39.9,Normal Value
E14000793,32.7,Normal Value
E14000794,38.8,Normal Value
E14000795,37.6,Normal Value
E14000796,36.4,Normal Value
E14000797,42.7,Normal Value
E14000798,50.7,Normal Value
E14000799,40.4,Normal Value
E14000800,35.8,Normal Value
E14000801,40.5,Normal Value
E14000802,33.2,Normal Value
E14000803,30.7,Normal Value
E14000804,33.6,Normal Value
E14000805,35.0,Normal Value
E14000806,43.3,Normal Value
E14000807,37.6,Normal Value
E14000808,30.6,Normal Value
E14000809,24.7,Normal Value
E14000810,41.1,Normal Value
E14000811,47.8,Normal Value
E14000812,41.6,Normal Value
E14000813,33.9,Normal Value
E14000814,39.7,Normal Value
E14000815,35.3,Normal Value
E14000816,39.2,Normal Value
E14000817,38.8,Normal Value
E14000818,34.1,Normal Value
E14000819,40.8,Normal Value
E14000820,43.3,Normal Value
E14000821,33.5,Normal Value
E14000822,29.8,Normal Value
E14000823,25.1,Normal Value
E14000824,30.4,Normal Value
E14000825,39.5,Normal Value
E14000826,36.5,Normal Value
E14000827,34.3,Normal Value
E14000828,44.5,Normal Value
E14000829,33.0,Normal Value
E14000830,31.8,Normal Value
E14000831,42.7,Normal Value
E14000832,42.1,Normal Value
E14000833,35.0,Normal Value
E14000834,38.5,Normal Value
E14000835,39.1,Normal Value
E14000836,33.7,Normal Value
E14000837,48.2,Normal Value
E14000838,38.2,Normal Value
E14000839,40.5,Normal Value
E14000840,42.5,Normal Value
E14000841,36.9,Normal Value
E14000842,40.5,Normal Value
E14000843,44.5,Normal Value
E14000844,25.0,Normal Value
E14000845,29.2,Normal Value
E14000846,44.2,Normal Value
E14000847,45.1,Normal Value
E14000848,43.5,Normal Value
E14000849,42.6,Normal Value
E14000850,40.5,Normal Value
E14000851,37.7,Normal Value
E14000852,24.6,Normal Value
E14000853,40.9,Normal Value
E14000854,35.3,Normal Value
E14000855,35.7,Normal Value
E14000856,34.8,Normal Value
E14000857,34.5,Normal Value
E14000858,40.6,Normal Value
E14000859,48.1,Normal Value
E14000860,37.4,Normal Value
E14000861,27.0,Normal Value
E14000862,35.6,Normal Value
E14000863,37.7,Normal Value
E14000864,32.8,Normal Value
E14000865,39.9,Normal Value
E14000866,44.3,Normal Value
E14000867,35.5,Normal Value
E14000868,36.9,Normal Value
E14000869,27.9,Normal Value
E14000870,45.8,Normal Value
E14000871,39.4,Normal Value
E14000872,39.2,Normal Value
E14000873,22.4,Normal Value
E14000874,37.4,Normal Value
E14000875,45.2,Normal Value
E14000876,40.9,Normal Value
E14000877,43.4,Normal Value
E14000878,39.1,Normal Value
E14000879,45.8,Normal Value
E14000880,38.9,Normal Value
E14000881,35.9,Normal Value
E14000882,30.9,Normal Value
E14000883,35.3,Normal Value
E14000884,34.1,Normal Value
E14000885,37.9,Normal Value
E14000886,24.6,Normal Value
E14000887,13.8,Normal Value
E14000888,31.8,Normal Value
E14000889,26.7,Normal Value
E14000890,30.2,Normal Value
E14000891,44.9,Normal Value
E14000892,36.0,Normal Value
E14000893,32.7,Normal Value
E14000894,34.4,Normal Value
E14000895,42.0,Normal Value
E14000896,29.1,Normal Value
E14000897,46.4,Normal Value
E14000898,29.9,Normal Value
E14000899,37.7,Normal Value
E14000900,26.9,Normal Value
E14000901,37.1,Normal Value
E14000902,39.1,Normal Value
E14000903,36.9,Normal Value
E14000904,46.0,Normal Value
E14000905,29.6,Normal Value
E14000906,36.0,Normal Value
E14000907,34.2,Normal Value
E14000908,33.3,Normal Value
E14000909,40.3,Normal Value
E14000910,28.9,Normal Value
E14000911,28.6,Normal Value
E14000912,34.8,Normal Value
E14000913,39.3,Normal Value
E14000914,48.8,Normal Value
E14000915,41.2,Normal Value
E14000916,43.8,Normal Value
E14000917,37.3,Normal Value
E14000918,38.6,Normal Value
E14000919,26.9,Normal Value
E14000920,40.4,Normal Value
E14000921,41.5,Normal Value
E14000922,36.6,Normal Value
E14000923,41.2,Normal Value
E14000924,39.1,Normal Value
E14000925,52.7,Normal Value
E14000926,40.1,Normal Value
E14000927,31.1,Normal Value
E14000928,43.7,Normal Value
E14000929,44.9,Normal Value
E14000930,34.8,Normal Value
E14000931,42.7,Normal Value
E14000932,40.0,Normal Value
E14000933,29.3,Normal Value
E14000934,28.1,Normal Value
E14000935,33.6,Normal Value
E14000936,52.4,Normal Value
E14000937,33.5,Normal Value
E14000938,43.8,Normal Value
E14000939,38.7,Normal Value
E14000940,30.2,Normal Value
E14000941,37.8,Normal Value
E14000942,35.3,Normal Value
E14000943,33.5,Normal Value
E14000944,46.9,Normal Value
E14000945,47.4,Normal Value
E14000946,42.9,Normal Value
E14000947,38.2,Normal Value
E14000948,49.3,Normal Value
E14000949,31.3,Normal Value
E14000950,47.2,Normal Value
E14000951,37.8,Normal Value
E14000952,35.8,Normal Value
E14000953,34.8,Normal Value
E14000954,33.6,Normal Value
E14000955,38.2,Normal Value
E14000956,31.1,Normal Value
E14000957,44.3,Normal Value
E14000958,42.5,Normal Value
E14000959,31.9,Normal Value
E14000960,22.8,Normal Value
E14000961,41.5,Normal Value
E14000962,40.5,Normal Value
E14000963,37.4,Normal Value
E14000964,50.9,Normal Value
E14000965,30.0,Normal Value
E14000966,35.4,Normal Value
E14000967,38.6,Normal Value
E14000968,32.2,Normal Value
E14000969,30.4,Normal Value
E14000970,43.7,Normal Value
E14000971,40.7,Normal Value
E14000972,44.5,Normal Value
E14000973,35.4,Normal Value
E14000974,43.2,Normal Value
E14000975,46.2,Normal Value
E14000976,41.5,Normal Value
E14000977,35.1,Normal Value
E14000978,24.5,Normal Value
E14000979,38.5,Normal Value
E14000980,31.7,Normal Value
E14000981,44.2,Normal Value
E14000982,45.6,Normal Value
E14000983,35.2,Normal Value
E14000984,36.6,Normal Value
E14000985,28.1,Normal Value
E14000986,27.3,Normal Value
E14000987,43.4,Normal Value
E14000988,36.1,Normal Value
E14000989,38.2,Normal Value
E14000990,33.7,Normal Value
E14000991,40.9,Normal Value
E14000992,33.8,Normal Value
E14000993,37.6,Normal Value
E14000994,38.8,Normal Value
E14000995,27.9,Normal Value
E14000996,35.0,Normal Value
E14000997,42.3,Normal Value
E14000998,18.8,Normal Value
E14000999,47.0,Normal Value
E14001000,40.8,Normal Value
E14001001,42.4,Normal Value
E14001002,29.7,Normal Value
E14001003,40.0,Normal Value
E14001004,33.5,Normal Value
E14001005,30.3,Normal Value
E14001006,36.9,Normal Value
E14001007,34.5,Normal Value
E14001008,18.3,Normal Value
E14001009,40.2,Normal Value
E14001010,36.4,Normal Value
E14001011,38.1,Normal Value
E14001012,44.4,Normal Value
E14001013,35.1,Normal Value
E14001014,44.8,Normal Value
E14001015,32.2,Normal Value
E14001016,43.8,Normal Value
E14001017,38.5,Normal Value
E14001018,36.6,Normal Value
E14001019,30.0,Normal Value
E14001020,43.7,Normal Value
E14001021,35.8,Normal Value
E14001022,39.4,Normal Value
E14001023,33.1,Normal Value
E14001024,45.1,Normal Value
E14001025,34.6,Normal Value
E14001026,33.9,Normal Value
E14001027,33.4,Normal Value
E14001028,44.7,Normal Value
E14001029,42.4,Normal Value
E14001030,44.7,Normal Value
E14001031,44.1,Normal Value
E14001032,24.7,Normal Value
E14001033,43.9,Normal Value
E14001034,42.3,Normal Value
E14001035,38.9,Normal Value
E14001036,40.1,Normal Value
E14001037,39.0,Normal Value
E14001038,36.3,Normal Value
E14001039,41.3,Normal Value
E14001040,30.0,Normal Value
E14001041,34.9,Normal Value
E14001042,33.6,Normal Value
E14001043,44.2,Normal Value
E14001044,41.9,Normal Value
E14001045,38.8,Normal Value
E14001046,29.8,Normal Value
E14001047,34.8,Normal Value
E14001048,26.5,Normal Value
E14001049,39.8,Normal Value
E14001050,46.9,Normal Value
E14001051,49.4,Normal Value
E14001052,33.8,Normal Value
E14001053,41.5,Normal Value
E14001054,44.1,Normal Value
E14001055,44.3,Normal Value
E14001056,31.5,Normal Value
E14001057,39.5,Normal Value
E14001058,42.9,Normal Value
E14001059,37.2,Normal Value
E14001060,41.5,Normal Value
E14001061,30.1,Normal Value
E14001062,33.1,Normal Value
S14000001,35.3,Normal Value
S14000002,38.2,Normal Value
S14000003,47.4,Normal Value
S14000004,46.6,Normal Value
S14000005,46.8,Normal Value
S14000006,47.7,Normal Value
S14000007,37.1,Normal Value
S14000008,38.5,Normal Value
S14000009,51.8,Normal Value
S14000010,49.6,Normal Value
S14000011,37.0,Normal Value
S14000012,41.2,Normal Value
S14000013,51.1,Normal Value
S14000014,44.0,Normal Value
S14000015,40.6,Normal Value
S14000016,42.5,Normal Value
S14000017,33.7,Normal Value
S14000018,46.1,Normal Value
S14000019,32.7,Normal Value
S14000020,38.9,Normal Value
S14000021,41.6,Normal Value
S14000022,35.7,Normal Value
S14000023,22.5,Normal Value
S14000024,30.9,Normal Value
S14000025,25.0,Normal Value
S14000026,26.7,Normal Value
S14000027,41.4,Normal Value
S14000028,35.9,Normal Value
S14000029,34.3,Normal Value
S14000030,36.9,Normal Value
S14000031,38.1,Normal Value
S14000032,37.3,Normal Value
S14000033,33.9,Normal Value
S14000034,28.4,Normal Value
S14000035,41.5,Normal Value
S14000036,41.4,Normal Value
S14000037,29.7,Normal Value
S14000038,43.4,Normal Value
S14000039,42.1,Normal Value
S14000040,42.9,Normal Value
S14000041,46.2,Normal Value
S14000042,42.9,Normal Value
S14000043,35.8,Normal Value
S14000044,37.7,Normal Value
S14000045,38.9,Normal Value
S14000046,42.0,Normal Value
S14000047,36.7,Normal Value
S14000048,43.9,Normal Value
S14000049,34.4,Normal Value
S14000050,43.7,Normal Value
S14000051,40.6,Normal Value
S14000052,37.8,Normal Value
S14000053,47.4,Normal Value
S14000054,40.8,Normal Value
S14000055,54.1,Normal Value
S14000056,30.5,Normal Value
S14000057,33.1,Normal Value
S14000058,31.0,Normal Value
S14000059,41.4,Normal Value
W07000041,42.4,Normal Value
W07000042,43.1,Normal Value
W07000043,38.4,Normal Value
W07000044,44.2,Normal Value
W07000045,42.0,Normal Value
W07000046,39.5,Normal Value
W07000047,37.8,Normal Value
W07000048,34.3,Normal Value
W07000049,48.8,Normal Value
W07000050,51.6,Normal Value
W07000051,38.6,Normal Value
W07000052,48.5,Normal Value
W07000053,40.8,Normal Value
W07000054,47.5,Normal Value
W07000055,36.3,Normal Value
W07000056,36.2,Normal Value
W07000057,38.9,Normal Value
W07000058,47.9,Normal Value
W07000059,45.9,Normal Value
W07000060,42.6,Normal Value
W07000061,43.2,Normal Value
W07000062,36.9,Normal Value
W07000063,37.5,Normal Value
W07000064,43.6,Normal Value
W07000065,42.7,Normal Value
W07000066,45.3,Normal Value
W07000067,49.5,Normal Value
W07000068,47.8,Normal Value
W07000069,39.0,Normal Value
W07000070,46.8,Normal Value
W07000071,43.6,Normal Value
W07000072,44.3,Normal Value
W07000073,44.3,Normal Value
W07000074,42.6,Normal Value
W07000075,40.3,Normal Value
W07000076,37.2,Normal Value
W07000077,44.7,Normal Value
W07000078,44.4,Normal Value
W07000079,36.8,Normal Value
W07000080,26.7,Normal Value
