geography_code,value,notes
S14000026,0.0,These figures are suppressed as statistically unreliable
S14000028,57.6,Normal Value
S14000029,0.0,These figures are suppressed as statistically unreliable
S14000030,0.0,These figures are suppressed as statistically unreliable
S14000031,0.0,These figures are suppressed as statistically unreliable
S14000032,0.0,These figures are suppressed as statistically unreliable
S14000033,84.1,Normal Value
S14000034,0.0,These figures are suppressed as statistically unreliable
S14000035,0.0,These figures are suppressed as statistically unreliable
S14000036,65.3,Normal Value
S14000037,58.3,Normal Value
S14000038,57.5,Normal Value
S14000039,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000040,47.8,Normal Value
S14000041,0.0,These figures are suppressed as statistically unreliable
S14000042,0.0,These figures are suppressed as statistically unreliable
S14000043,88.8,Normal Value
S14000044,54.0,Normal Value
S14000045,57.5,Normal Value
S14000046,42.7,Normal Value
S14000047,65.8,Normal Value
S14000027,81.5,Normal Value
S14000048,77.3,Normal Value
S14000049,0.0,These figures are suppressed as statistically unreliable
S14000050,59.1,Normal Value
S14000051,0.0,These figures are suppressed as statistically unreliable
S14000052,0.0,These figures are suppressed as statistically unreliable
S14000053,0.0,These figures are suppressed as statistically unreliable
S14000054,62.1,Normal Value
S14000055,0.0,Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)
S14000056,0.0,These figures are suppressed as statistically unreliable
S14000057,59.2,Normal Value
S14000058,0.0,These figures are suppressed as statistically unreliable
S14000059,60.1,Normal Value
