date,freq,variable,value
1988-09-01,m,D7C2,42.3
1988-09-01,m,D7C3,98.6
1988-09-01,m,D7C4,75.8
1988-09-01,m,D7C5,13.1
1988-09-01,m,D7C6,34.4
1988-09-01,m,D7C7,47.0
1988-10-01,m,D7BT,50.3
1988-10-01,m,D7BU,49.0
1988-10-01,m,D7BV,28.2
1988-10-01,m,D7BW,202.5
1988-10-01,m,D7BX,33.6
1988-10-01,m,D7BY,71.6
1988-10-01,m,D7BZ,39.6
1988-10-01,m,D7C2,42.4
1988-10-01,m,D7C3,98.6
1988-10-01,m,D7C4,76.1
1988-10-01,m,D7C5,13.1
1988-10-01,m,D7C6,34.5
1988-10-01,m,D7C7,47.2
1988-11-01,m,D7BT,50.5
1988-11-01,m,D7BU,49.3
1988-11-01,m,D7BV,28.2
1988-11-01,m,D7BW,203.7
1988-11-01,m,D7BX,33.6
1988-11-01,m,D7BY,71.9
1988-11-01,m,D7BZ,39.8
1988-11-01,m,D7C2,42.3
1988-11-01,m,D7C3,98.6
1988-11-01,m,D7C4,76.2
1988-11-01,m,D7C5,13.2
1988-11-01,m,D7C6,34.7
1988-11-01,m,D7C7,47.6
1988-12-01,m,D7BT,50.6
1988-12-01,m,D7BU,49.7
1988-12-01,m,D7BV,28.1
1988-12-01,m,D7BW,204.4
1988-12-01,m,D7BX,33.6
1988-12-01,m,D7BY,72.0
1988-12-01,m,D7BZ,39.8
1988-12-01,m,D7C2,42.2
1988-12-01,m,D7C3,98.6
1988-12-01,m,D7C4,76.3
1988-12-01,m,D7C5,13.2
1988-12-01,m,D7C6,34.8
1988-12-01,m,D7C7,47.7
1989-01-01,m,D7BT,50.8
1989-01-01,m,D7BU,50.1
1989-01-01,m,D7BV,28.4
1989-01-01,m,D7BW,200.2
1989-01-01,m,D7BX,33.7
1989-01-01,m,D7BY,71.6
1989-01-01,m,D7BZ,40.7
1989-01-01,m,D7C2,42.6
1989-01-01,m,D7C3,98.5
1989-01-01,m,D7C4,76.4
1989-01-01,m,D7C5,13.2
1989-01-01,m,D7C6,35.0
1989-01-01,m,D7C7,48.4
1989-02-01,m,D7BT,51.0
1989-02-01,m,D7BU,50.2
1989-02-01,m,D7BV,28.5
1989-02-01,m,D7BW,202.1
1989-02-01,m,D7BX,33.7
1989-02-01,m,D7BY,71.9
1989-02-01,m,D7BZ,41.0
1989-02-01,m,D7C2,42.7
1989-02-01,m,D7C3,98.5
1989-02-01,m,D7C4,76.6
1989-02-01,m,D7C5,13.2
1989-02-01,m,D7C6,35.1
1989-02-01,m,D7C7,48.7
1989-03-01,m,D7BT,51.2
1989-03-01,m,D7BU,50.5
1989-03-01,m,D7BV,28.6
1989-03-01,m,D7BW,202.8
1989-03-01,m,D7BX,33.8
1989-03-01,m,D7BY,72.3
1989-03-01,m,D7BZ,41.0
1989-03-01,m,D7C2,43.0
1989-03-01,m,D7C3,98.5
1989-03-01,m,D7C4,76.7
1989-03-01,m,D7C5,13.2
1989-03-01,m,D7C6,35.2
1989-03-01,m,D7C7,48.8
1989-04-01,m,D7BT,51.9
1989-04-01,m,D7BU,51.1
1989-04-01,m,D7BV,28.7
1989-04-01,m,D7BW,206.4
1989-04-01,m,D7BX,35.0
1989-04-01,m,D7BY,72.7
1989-04-01,m,D7BZ,41.6
1989-04-01,m,D7C2,43.8
1989-04-01,m,D7C3,98.6
1989-04-01,m,D7C4,77.2
1989-04-01,m,D7C5,13.2
1989-04-01,m,D7C6,35.4
1989-04-01,m,D7C7,49.4
1989-05-01,m,D7BT,52.2
1989-05-01,m,D7BU,51.4
1989-05-01,m,D7BV,28.8
1989-05-01,m,D7BW,207.7
1989-05-01,m,D7BX,35.1
1989-05-01,m,D7BY,73.0
1989-05-01,m,D7BZ,41.9
1989-05-01,m,D7C2,44.3
1989-05-01,m,D7C3,98.5
1989-05-01,m,D7C4,77.9
1989-05-01,m,D7C5,13.3
1989-05-01,m,D7C6,35.6
1989-05-01,m,D7C7,49.5
1989-06-01,m,D7BT,52.3
1989-06-01,m,D7BU,51.6
1989-06-01,m,D7BV,28.8
1989-06-01,m,D7BW,208.1
1989-06-01,m,D7BX,35.4
1989-06-01,m,D7BY,73.1
1989-06-01,m,D7BZ,42.2
1989-06-01,m,D7C2,44.5
1989-06-01,m,D7C3,98.5
1989-06-01,m,D7C4,78.0
1989-06-01,m,D7C5,13.3
1989-06-01,m,D7C6,35.7
1989-06-01,m,D7C7,49.5
1989-07-01,m,D7BT,52.3
1989-07-01,m,D7BU,51.3
1989-07-01,m,D7BV,28.8
1989-07-01,m,D7BW,204.1
1989-07-01,m,D7BX,35.5
1989-07-01,m,D7BY,73.0
1989-07-01,m,D7BZ,42.3
1989-07-01,m,D7C2,44.5
1989-07-01,m,D7C3,98.4
1989-07-01,m,D7C4,78.3
1989-07-01,m,D7C5,13.3
1989-07-01,m,D7C6,35.9
1989-07-01,m,D7C7,49.7
1989-08-01,m,D7BT,52.4
1989-08-01,m,D7BU,51.5
1989-08-01,m,D7BV,28.8
1989-08-01,m,D7BW,204.1
1989-08-01,m,D7BX,35.6
1989-08-01,m,D7BY,73.3
1989-08-01,m,D7BZ,42.6
1989-08-01,m,D7C2,44.2
1989-08-01,m,D7C3,98.5
1989-08-01,m,D7C4,78.4
1989-08-01,m,D7C5,13.3
1989-08-01,m,D7C6,36.2
1989-08-01,m,D7C7,49.8
1989-09-01,m,D7BT,52.7
1989-09-01,m,D7BU,51.8
1989-09-01,m,D7BV,29.0
1989-09-01,m,D7BW,208.3
1989-09-01,m,D7BX,35.7
1989-09-01,m,D7BY,73.6
1989-09-01,m,D7BZ,42.6
1989-09-01,m,D7C2,44.3
1989-09-01,m,D7C3,100.4
1989-09-01,m,D7C4,78.6
1989-09-01,m,D7C5,13.9
1989-09-01,m,D7C6,36.5
1989-09-01,m,D7C7,49.9
1989-10-01,m,D7BT,53.1
1989-10-01,m,D7BU,52.4
1989-10-01,m,D7BV,29.2
1989-10-01,m,D7BW,210.8
1989-10-01,m,D7BX,35.9
1989-10-01,m,D7BY,74.1
1989-10-01,m,D7BZ,42.8
1989-10-01,m,D7C2,44.5
1989-10-01,m,D7C3,101.8
1989-10-01,m,D7C4,79.1
1989-10-01,m,D7C5,13.9
1989-10-01,m,D7C6,36.8
1989-10-01,m,D7C7,50.2
1989-11-01,m,D7BT,53.3
1989-11-01,m,D7BU,52.9
1989-11-01,m,D7BV,29.2
1989-11-01,m,D7BW,212.1
1989-11-01,m,D7BX,36.0
1989-11-01,m,D7BY,74.3
1989-11-01,m,D7BZ,42.9
1989-11-01,m,D7C2,44.3
1989-11-01,m,D7C3,102.6
1989-11-01,m,D7C4,79.7
1989-11-01,m,D7C5,14.0
1989-11-01,m,D7C6,36.9
1989-11-01,m,D7C7,50.5
1989-12-01,m,D7BT,53.4
1989-12-01,m,D7BU,53.4
1989-12-01,m,D7BV,29.1
1989-12-01,m,D7BW,212.0
1989-12-01,m,D7BX,36.1
1989-12-01,m,D7BY,74.5
1989-12-01,m,D7BZ,42.9
1989-12-01,m,D7C2,43.9
1989-12-01,m,D7C3,102.7
1989-12-01,m,D7C4,79.8
1989-12-01,m,D7C5,14.1
1989-12-01,m,D7C6,37.1
1989-12-01,m,D7C7,50.7
1990-01-01,m,D7BT,53.6
1990-01-01,m,D7BU,54.1
1990-01-01,m,D7BV,29.3
1990-01-01,m,D7BW,207.4
1990-01-01,m,D7BX,36.3
1990-01-01,m,D7BY,74.3
1990-01-01,m,D7BZ,44.0
1990-01-01,m,D7C2,44.2
1990-01-01,m,D7C3,102.8
1990-01-01,m,D7C4,80.1
1990-01-01,m,D7C5,14.2
1990-01-01,m,D7C6,37.3
1990-01-01,m,D7C7,50.9
1990-02-01,m,D7BT,54.0
1990-02-01,m,D7BU,54.6
1990-02-01,m,D7BV,29.5
1990-02-01,m,D7BW,209.8
1990-02-01,m,D7BX,36.3
1990-02-01,m,D7BY,74.8
1990-02-01,m,D7BZ,44.1
1990-02-01,m,D7C2,44.6
1990-02-01,m,D7C3,103.0
1990-02-01,m,D7C4,80.4
1990-02-01,m,D7C5,14.3
1990-02-01,m,D7C6,37.5
1990-02-01,m,D7C7,51.2
1990-03-01,m,D7BT,54.2
1990-03-01,m,D7BU,54.9
1990-03-01,m,D7BV,29.6
1990-03-01,m,D7BW,211.2
1990-03-01,m,D7BX,36.4
1990-03-01,m,D7BY,75.5
1990-03-01,m,D7BZ,44.6
1990-03-01,m,D7C2,44.9
1990-03-01,m,D7C3,103.0
1990-03-01,m,D7C4,80.6
1990-03-01,m,D7C5,14.3
1990-03-01,m,D7C6,37.6
1990-03-01,m,D7C7,51.5
1990-04-01,m,D7BT,55.2
1990-04-01,m,D7BU,55.4
1990-04-01,m,D7BV,30.5
1990-04-01,m,D7BW,214.4
1990-04-01,m,D7BX,37.8
1990-04-01,m,D7BY,75.9
1990-04-01,m,D7BZ,44.9
1990-04-01,m,D7C2,45.9
1990-04-01,m,D7C3,102.9
1990-04-01,m,D7C4,81.6
1990-04-01,m,D7C5,14.3
1990-04-01,m,D7C6,38.5
1990-04-01,m,D7C7,51.6
1990-05-01,m,D7BT,55.7
1990-05-01,m,D7BU,56.1
1990-05-01,m,D7BV,31.2
1990-05-01,m,D7BW,215.4
1990-05-01,m,D7BX,38.3
1990-05-01,m,D7BY,76.4
1990-05-01,m,D7BZ,45.1
1990-05-01,m,D7C2,46.2
1990-05-01,m,D7C3,103.2
1990-05-01,m,D7C4,82.0
1990-05-01,m,D7C5,14.4
1990-05-01,m,D7C6,39.0
1990-05-01,m,D7C7,51.9
1990-06-01,m,D7BT,55.9
1990-06-01,m,D7BU,56.0
1990-06-01,m,D7BV,31.3
1990-06-01,m,D7BW,215.2
1990-06-01,m,D7BX,38.6
1990-06-01,m,D7BY,76.6
1990-06-01,m,D7BZ,45.3
1990-06-01,m,D7C2,46.4
1990-06-01,m,D7C3,103.3
1990-06-01,m,D7C4,82.1
1990-06-01,m,D7C5,14.5
1990-06-01,m,D7C6,39.2
1990-06-01,m,D7C7,52.1
1990-07-01,m,D7BT,55.8
1990-07-01,m,D7BU,55.4
1990-07-01,m,D7BV,31.5
1990-07-01,m,D7BW,209.3
1990-07-01,m,D7BX,38.9
1990-07-01,m,D7BY,75.7
1990-07-01,m,D7BZ,45.8
1990-07-01,m,D7C2,46.6
1990-07-01,m,D7C3,103.3
1990-07-01,m,D7C4,82.1
1990-07-01,m,D7C5,14.5
1990-07-01,m,D7C6,39.6
1990-07-01,m,D7C7,52.3
1990-08-01,m,D7BT,56.4
1990-08-01,m,D7BU,56.0
1990-08-01,m,D7BV,31.5
1990-08-01,m,D7BW,211.5
1990-08-01,m,D7BX,39.3
1990-08-01,m,D7BY,76.6
1990-08-01,m,D7BZ,46.0
1990-08-01,m,D7C2,47.7
1990-08-01,m,D7C3,103.3
1990-08-01,m,D7C4,82.4
1990-08-01,m,D7C5,14.6
1990-08-01,m,D7C6,39.9
1990-08-01,m,D7C7,52.7
1990-09-01,m,D7BT,57.0
1990-09-01,m,D7BU,56.1
1990-09-01,m,D7BV,31.5
1990-09-01,m,D7BW,216.3
1990-09-01,m,D7BX,39.5
1990-09-01,m,D7BY,77.2
1990-09-01,m,D7BZ,46.7
1990-09-01,m,D7C2,48.8
1990-09-01,m,D7C3,107.3
1990-09-01,m,D7C4,82.8
1990-09-01,m,D7C5,15.5
1990-09-01,m,D7C6,40.3
1990-09-01,m,D7C7,52.9
1990-10-01,m,D7BT,57.4
1990-10-01,m,D7BU,56.2
1990-10-01,m,D7BV,31.8
1990-10-01,m,D7BW,218.8
1990-10-01,m,D7BX,40.0
1990-10-01,m,D7BY,77.7
1990-10-01,m,D7BZ,47.1
1990-10-01,m,D7C2,49.1
1990-10-01,m,D7C3,109.5
1990-10-01,m,D7C4,83.6
1990-10-01,m,D7C5,15.5
1990-10-01,m,D7C6,40.5
1990-10-01,m,D7C7,53.3
1990-11-01,m,D7BT,57.5
1990-11-01,m,D7BU,56.6
1990-11-01,m,D7BV,31.8
1990-11-01,m,D7BW,220.6
1990-11-01,m,D7BX,39.9
1990-11-01,m,D7BY,78.2
1990-11-01,m,D7BZ,47.3
1990-11-01,m,D7C2,48.4
1990-11-01,m,D7C3,110.4
1990-11-01,m,D7C4,84.1
1990-11-01,m,D7C5,15.6
1990-11-01,m,D7C6,40.7
1990-11-01,m,D7C7,53.5
1990-12-01,m,D7BT,57.5
1990-12-01,m,D7BU,56.9
1990-12-01,m,D7BV,31.8
1990-12-01,m,D7BW,220.6
1990-12-01,m,D7BX,39.9
1990-12-01,m,D7BY,78.6
1990-12-01,m,D7BZ,47.3
1990-12-01,m,D7C2,47.5
1990-12-01,m,D7C3,110.6
1990-12-01,m,D7C4,84.2
1990-12-01,m,D7C5,15.6
1990-12-01,m,D7C6,41.0
1990-12-01,m,D7C7,53.5
1991-01-01,m,D7BT,57.4
1991-01-01,m,D7BU,57.3
1991-01-01,m,D7BV,32.1
1991-01-01,m,D7BW,211.6
1991-01-01,m,D7BX,40.2
1991-01-01,m,D7BY,77.2
1991-01-01,m,D7BZ,47.7
1991-01-01,m,D7C2,47.4
1991-01-01,m,D7C3,110.7
1991-01-01,m,D7C4,84.3
1991-01-01,m,D7C5,15.7
1991-01-01,m,D7C6,41.2
1991-01-01,m,D7C7,53.8
1991-02-01,m,D7BT,57.7
1991-02-01,m,D7BU,58.0
1991-02-01,m,D7BV,32.3
1991-02-01,m,D7BW,212.3
1991-02-01,m,D7BX,40.3
1991-02-01,m,D7BY,78.1
1991-02-01,m,D7BZ,47.8
1991-02-01,m,D7C2,47.5
1991-02-01,m,D7C3,110.8
1991-02-01,m,D7C4,84.6
1991-02-01,m,D7C5,15.7
1991-02-01,m,D7C6,41.4
1991-02-01,m,D7C7,54.1
1991-03-01,m,D7BT,57.9
1991-03-01,m,D7BU,58.0
1991-03-01,m,D7BV,32.5
1991-03-01,m,D7BW,214.7
1991-03-01,m,D7BX,40.2
1991-03-01,m,D7BY,78.9
1991-03-01,m,D7BZ,48.2
1991-03-01,m,D7C2,47.8
1991-03-01,m,D7C3,110.8
1991-03-01,m,D7C4,84.5
1991-03-01,m,D7C5,15.7
1991-03-01,m,D7C6,41.5
1991-03-01,m,D7C7,54.3
1991-04-01,m,D7BT,59.9
1991-04-01,m,D7BU,58.7
1991-04-01,m,D7BV,35.5
1991-04-01,m,D7BW,219.1
1991-04-01,m,D7BX,42.1
1991-04-01,m,D7BY,80.2
1991-04-01,m,D7BZ,49.6
1991-04-01,m,D7C2,49.5
1991-04-01,m,D7C3,113.2
1991-04-01,m,D7C4,87.2
1991-04-01,m,D7C5,15.9
1991-04-01,m,D7C6,43.5
1991-04-01,m,D7C7,55.5
1991-05-01,m,D7BT,60.3
1991-05-01,m,D7BU,58.6
1991-05-01,m,D7BV,35.8
1991-05-01,m,D7BW,220.1
1991-05-01,m,D7BX,42.5
1991-05-01,m,D7BY,81.2
1991-05-01,m,D7BZ,50.1
1991-05-01,m,D7C2,50.2
1991-05-01,m,D7C3,113.5
1991-05-01,m,D7C4,87.7
1991-05-01,m,D7C5,16.0
1991-05-01,m,D7C6,43.7
1991-05-01,m,D7C7,55.8
1991-06-01,m,D7BT,60.6
1991-06-01,m,D7BU,59.2
1991-06-01,m,D7BV,35.9
1991-06-01,m,D7BW,220.6
1991-06-01,m,D7BX,42.9
1991-06-01,m,D7BY,81.5
1991-06-01,m,D7BZ,50.4
1991-06-01,m,D7C2,50.5
1991-06-01,m,D7C3,113.7
1991-06-01,m,D7C4,87.7
1991-06-01,m,D7C5,16.1
1991-06-01,m,D7C6,44.0
1991-06-01,m,D7C7,55.9
1991-07-01,m,D7BT,60.5
1991-07-01,m,D7BU,58.4
1991-07-01,m,D7BV,35.9
1991-07-01,m,D7BW,211.4
1991-07-01,m,D7BX,43.1
1991-07-01,m,D7BY,80.5
1991-07-01,m,D7BZ,50.7
1991-07-01,m,D7C2,50.9
1991-07-01,m,D7C3,114.1
1991-07-01,m,D7C4,87.9
1991-07-01,m,D7C5,16.1
1991-07-01,m,D7C6,44.4
1991-07-01,m,D7C7,56.1
1991-08-01,m,D7BT,60.9
1991-08-01,m,D7BU,59.0
1991-08-01,m,D7BV,35.8
1991-08-01,m,D7BW,214.7
1991-08-01,m,D7BX,43.3
1991-08-01,m,D7BY,81.9
1991-08-01,m,D7BZ,51.3
1991-08-01,m,D7C2,51.1
1991-08-01,m,D7C3,114.1
1991-08-01,m,D7C4,88.3
1991-08-01,m,D7C5,16.2
1991-08-01,m,D7C6,44.6
1991-08-01,m,D7C7,56.4
1991-09-01,m,D7BT,61.1
1991-09-01,m,D7BU,58.6
1991-09-01,m,D7BV,35.9
1991-09-01,m,D7BW,220.0
1991-09-01,m,D7BX,43.3
1991-09-01,m,D7BY,82.2
1991-09-01,m,D7BZ,51.4
1991-09-01,m,D7C2,51.2
1991-09-01,m,D7C3,115.7
1991-09-01,m,D7C4,88.3
1991-09-01,m,D7C5,17.9
1991-09-01,m,D7C6,44.8
1991-09-01,m,D7C7,56.3
1991-10-01,m,D7BT,61.3
1991-10-01,m,D7BU,58.6
1991-10-01,m,D7BV,35.9
1991-10-01,m,D7BW,222.7
1991-10-01,m,D7BX,43.4
1991-10-01,m,D7BY,82.4
1991-10-01,m,D7BZ,51.9
1991-10-01,m,D7C2,51.5
1991-10-01,m,D7C3,117.1
1991-10-01,m,D7C4,88.5
1991-10-01,m,D7C5,18.0
1991-10-01,m,D7C6,45.0
1991-10-01,m,D7C7,56.8
1991-11-01,m,D7BT,61.5
1991-11-01,m,D7BU,59.2
1991-11-01,m,D7BV,36.1
1991-11-01,m,D7BW,223.4
1991-11-01,m,D7BX,43.5
1991-11-01,m,D7BY,82.7
1991-11-01,m,D7BZ,52.0
1991-11-01,m,D7C2,51.6
1991-11-01,m,D7C3,117.7
1991-11-01,m,D7C4,88.7
1991-11-01,m,D7C5,18.1
1991-11-01,m,D7C6,45.2
1991-11-01,m,D7C7,56.9
1991-12-01,m,D7BT,61.6
1991-12-01,m,D7BU,59.3
1991-12-01,m,D7BV,36.1
1991-12-01,m,D7BW,224.0
1991-12-01,m,D7BX,43.5
1991-12-01,m,D7BY,83.1
1991-12-01,m,D7BZ,52.1
1991-12-01,m,D7C2,51.4
1991-12-01,m,D7C3,117.7
1991-12-01,m,D7C4,89.0
1991-12-01,m,D7C5,18.1
1991-12-01,m,D7C6,45.3
1991-12-01,m,D7C7,56.7
1992-01-01,m,D7BT,61.4
1992-01-01,m,D7BU,59.9
1992-01-01,m,D7BV,36.5
1992-01-01,m,D7BW,211.9
1992-01-01,m,D7BX,43.5
1992-01-01,m,D7BY,81.3
1992-01-01,m,D7BZ,52.0
1992-01-01,m,D7C2,51.2
1992-01-01,m,D7C3,117.5
1992-01-01,m,D7C4,88.9
1992-01-01,m,D7C5,18.2
1992-01-01,m,D7C6,45.4
1992-01-01,m,D7C7,57.4
1992-02-01,m,D7BT,61.7
1992-02-01,m,D7BU,60.2
1992-02-01,m,D7BV,36.7
1992-02-01,m,D7BW,213.2
1992-02-01,m,D7BX,43.6
1992-02-01,m,D7BY,82.0
1992-02-01,m,D7BZ,52.1
1992-02-01,m,D7C2,51.6
1992-02-01,m,D7C3,117.5
1992-02-01,m,D7C4,89.0
1992-02-01,m,D7C5,18.3
1992-02-01,m,D7C6,45.5
1992-02-01,m,D7C7,57.5
1992-03-01,m,D7BT,62.0
1992-03-01,m,D7BU,60.4
1992-03-01,m,D7BV,36.8
1992-03-01,m,D7BW,215.8
1992-03-01,m,D7BX,43.6
1992-03-01,m,D7BY,82.7
1992-03-01,m,D7BZ,52.7
1992-03-01,m,D7C2,52.1
1992-03-01,m,D7C3,117.4
1992-03-01,m,D7C4,89.4
1992-03-01,m,D7C5,18.3
1992-03-01,m,D7C6,45.6
1992-03-01,m,D7C7,57.7
1992-04-01,m,D7BT,62.7
1992-04-01,m,D7BU,60.1
1992-04-01,m,D7BV,38.2
1992-04-01,m,D7BW,217.3
1992-04-01,m,D7BX,44.8
1992-04-01,m,D7BY,82.8
1992-04-01,m,D7BZ,53.3
1992-04-01,m,D7C2,52.7
1992-04-01,m,D7C3,117.4
1992-04-01,m,D7C4,90.5
1992-04-01,m,D7C5,18.3
1992-04-01,m,D7C6,46.1
1992-04-01,m,D7C7,58.3
1992-05-01,m,D7BT,62.9
1992-05-01,m,D7BU,60.4
1992-05-01,m,D7BV,38.4
1992-05-01,m,D7BW,217.3
1992-05-01,m,D7BX,44.9
1992-05-01,m,D7BY,82.9
1992-05-01,m,D7BZ,53.5
1992-05-01,m,D7C2,53.0
1992-05-01,m,D7C3,117.3
1992-05-01,m,D7C4,90.6
1992-05-01,m,D7C5,18.4
1992-05-01,m,D7C6,46.3
1992-05-01,m,D7C7,58.5
1992-06-01,m,D7BT,62.9
1992-06-01,m,D7BU,60.2
1992-06-01,m,D7BV,38.4
1992-06-01,m,D7BW,218.1
1992-06-01,m,D7BX,44.8
1992-06-01,m,D7BY,82.6
1992-06-01,m,D7BZ,53.7
1992-06-01,m,D7C2,53.2
1992-06-01,m,D7C3,117.4
1992-06-01,m,D7C4,90.6
1992-06-01,m,D7C5,18.4
1992-06-01,m,D7C6,46.5
1992-06-01,m,D7C7,58.5
1992-07-01,m,D7BT,62.6
1992-07-01,m,D7BU,59.4
1992-07-01,m,D7BV,38.5
1992-07-01,m,D7BW,208.6
1992-07-01,m,D7BX,45.0
1992-07-01,m,D7BY,81.7
1992-07-01,m,D7BZ,54.1
1992-07-01,m,D7C2,53.2
1992-07-01,m,D7C3,117.2
1992-07-01,m,D7C4,90.4
1992-07-01,m,D7C5,18.4
1992-07-01,m,D7C6,46.8
1992-07-01,m,D7C7,58.8
1992-08-01,m,D7BT,62.7
1992-08-01,m,D7BU,59.5
1992-08-01,m,D7BV,38.5
1992-08-01,m,D7BW,208.2
1992-08-01,m,D7BX,45.0
1992-08-01,m,D7BY,82.3
1992-08-01,m,D7BZ,54.3
1992-08-01,m,D7C2,53.1
1992-08-01,m,D7C3,117.2
1992-08-01,m,D7C4,90.5
1992-08-01,m,D7C5,18.5
1992-08-01,m,D7C6,46.9
1992-08-01,m,D7C7,58.6
1992-09-01,m,D7BT,62.9
1992-09-01,m,D7BU,59.3
1992-09-01,m,D7BV,38.5
1992-09-01,m,D7BW,216.0
1992-09-01,m,D7BX,44.9
1992-09-01,m,D7BY,83.1
1992-09-01,m,D7BZ,54.4
1992-09-01,m,D7C2,52.8
1992-09-01,m,D7C3,117.2
1992-09-01,m,D7C4,90.6
1992-09-01,m,D7C5,19.8
1992-09-01,m,D7C6,47.1
1992-09-01,m,D7C7,58.8
1992-10-01,m,D7BT,63.1
1992-10-01,m,D7BU,59.5
1992-10-01,m,D7BV,38.6
1992-10-01,m,D7BW,219.2
1992-10-01,m,D7BX,45.0
1992-10-01,m,D7BY,83.3
1992-10-01,m,D7BZ,54.5
1992-10-01,m,D7C2,52.9
1992-10-01,m,D7C3,117.2
1992-10-01,m,D7C4,90.6
1992-10-01,m,D7C5,19.9
1992-10-01,m,D7C6,47.3
1992-10-01,m,D7C7,58.9
1992-11-01,m,D7BT,63.1
1992-11-01,m,D7BU,59.4
1992-11-01,m,D7BV,38.6
1992-11-01,m,D7BW,218.5
1992-11-01,m,D7BX,45.0
1992-11-01,m,D7BY,83.5
1992-11-01,m,D7BZ,54.8
1992-11-01,m,D7C2,52.9
1992-11-01,m,D7C3,117.2
1992-11-01,m,D7C4,90.8
1992-11-01,m,D7C5,19.9
1992-11-01,m,D7C6,47.5
1992-11-01,m,D7C7,59.2
1992-12-01,m,D7BT,63.2
1992-12-01,m,D7BU,59.9
1992-12-01,m,D7BV,38.7
1992-12-01,m,D7BW,217.4
1992-12-01,m,D7BX,45.0
1992-12-01,m,D7BY,84.1
